timestamp,radar_v3_state,radar_v3_heart_detection,radar_v3_heart,radar_v3_breath,radar_v3_sp02,radar_v3_drop,radar_v3_radar_rssi
2025-05-19 09:00:00,1,0,0,0,0,0,81253
2025-05-19 09:00:10,1,0,0,0,0,0,81253
2025-05-19 09:00:20,1,0,0,0,0,0,81253
2025-05-19 09:00:30,1,0,0,0,0,0,81253
2025-05-19 09:00:40,1,0,0,0,0,0,81253
2025-05-19 09:00:50,1,0,0,0,0,0,81253
2025-05-19 09:01:00,1,0,0,0,0,0,81253
2025-05-19 09:01:10,1,0,0,0,0,0,81253
2025-05-19 09:01:20,1,0,0,0,0,0,81253
2025-05-19 09:01:30,1,0,0,0,0,0,81253
2025-05-19 09:01:40,1,0,0,0,0,0,81253
2025-05-19 09:01:50,1,0,0,0,0,0,81253
2025-05-19 09:02:00,1,0,0,0,0,0,81253
2025-05-19 09:02:10,1,0,0,0,0,0,81253
2025-05-19 09:02:20,1,0,0,0,0,0,81253
2025-05-19 09:02:30,1,0,0,0,0,0,81253
2025-05-19 09:02:40,1,0,0,0,0,0,81253
2025-05-19 09:02:50,1,0,0,0,0,0,81253
2025-05-19 09:03:00,1,0,0,0,0,0,81253
2025-05-19 09:03:10,1,0,0,0,0,0,81253
2025-05-19 09:03:20,1,0,0,0,0,0,81253
2025-05-19 09:03:30,1,0,0,0,0,0,81253
2025-05-19 09:03:40,1,0,0,0,0,0,81253
2025-05-19 09:03:50,1,0,0,0,0,0,81253
2025-05-19 09:04:00,1,0,0,0,0,0,81253
2025-05-19 09:04:10,1,0,0,0,0,0,81253
2025-05-19 09:04:20,1,0,0,0,0,0,81253
2025-05-19 09:04:30,1,0,0,0,0,0,81253
2025-05-19 09:04:40,1,0,0,0,0,0,81253
2025-05-19 09:04:50,1,0,0,0,0,0,81253
2025-05-19 09:05:00,1,0,0,0,0,0,81253
2025-05-19 09:05:10,1,0,0,0,0,0,81253
2025-05-19 09:05:20,1,0,0,0,0,0,81253
2025-05-19 09:05:30,1,0,0,0,0,0,81253
2025-05-19 09:05:40,1,0,0,0,0,0,81253
2025-05-19 09:05:50,1,0,0,0,0,0,81253
2025-05-19 09:06:00,1,0,0,0,0,0,81253
2025-05-19 09:06:10,1,0,0,0,0,0,81253
2025-05-19 09:06:20,1,0,0,0,0,0,81253
2025-05-19 09:06:30,1,0,0,0,0,0,81253
2025-05-19 09:06:40,1,0,0,0,0,0,81253
2025-05-19 09:06:50,1,0,0,0,0,0,81253
2025-05-19 09:07:00,1,0,0,0,0,0,81253
2025-05-19 09:07:10,1,0,0,0,0,0,81253
2025-05-19 09:07:20,1,0,0,0,0,0,81253
2025-05-19 09:07:30,1,0,0,0,0,0,81253
2025-05-19 09:07:40,1,0,0,0,0,0,81253
2025-05-19 09:07:50,1,0,0,0,0,0,81253
2025-05-19 09:08:00,1,0,0,0,0,0,81253
2025-05-19 09:08:10,1,0,0,0,0,0,81253
2025-05-19 09:08:20,1,0,0,0,0,0,81253
2025-05-19 09:08:30,1,0,0,0,0,0,81253
2025-05-19 09:08:40,1,0,0,0,0,0,81253
2025-05-19 09:08:50,1,0,0,0,0,0,81253
2025-05-19 09:09:00,1,0,0,0,0,0,81253
2025-05-19 09:09:10,1,0,0,0,0,0,81253
2025-05-19 09:09:20,1,0,0,0,0,0,81253
2025-05-19 09:09:30,1,0,0,0,0,0,387835
2025-05-19 09:09:40,1,0,0,0,0,0,4012
2025-05-19 09:09:50,2,0,0,0,0,0,2722
2025-05-19 09:10:00,2,0,0,0,0,0,26769
2025-05-19 09:10:10,2,0,0,0,0,0,9381
2025-05-19 09:10:20,1,0,0,0,0,0,63872
2025-05-19 09:10:30,1,0,0,0,0,0,21640
2025-05-19 09:10:40,2,0,0,0,0,0,1172
2025-05-19 09:10:50,1,0,0,0,0,0,21063
2025-05-19 09:11:00,2,0,0,0,0,0,1407
2025-05-19 09:11:10,2,0,0,0,0,0,49967
2025-05-19 09:11:20,2,0,0,0,0,0,4432
2025-05-19 09:11:30,1,0,0,0,0,0,35630
2025-05-19 09:11:40,1,0,0,0,0,0,10916
2025-05-19 09:11:50,2,0,0,0,0,0,1959
2025-05-19 09:12:00,2,0,0,0,0,0,13675
2025-05-19 09:12:10,2,0,0,0,0,0,11936
2025-05-19 09:12:20,2,0,0,0,0,0,11936
2025-05-19 09:12:30,1,0,0,0,0,0,11952
2025-05-19 09:12:40,1,0,0,0,0,0,137250
2025-05-19 09:12:50,1,0,0,0,0,0,224626
2025-05-19 09:13:00,2,0,0,0,0,0,193535
2025-05-19 09:13:10,1,0,0,0,0,0,63510
2025-05-19 09:13:20,2,0,0,0,0,0,8596
2025-05-19 09:13:30,1,0,0,0,0,0,20913
2025-05-19 09:13:40,2,0,0,0,0,0,4002
2025-05-19 09:13:50,2,0,0,0,0,0,1064
2025-05-19 09:14:00,2,0,0,0,0,0,1064
2025-05-19 09:14:10,2,0,0,0,0,0,12589
2025-05-19 09:14:20,1,0,0,0,0,0,22485
2025-05-19 09:14:30,2,0,0,0,0,0,16550
2025-05-19 09:14:40,2,0,0,0,0,0,16550
2025-05-19 09:14:50,1,0,0,0,0,0,6195
2025-05-19 09:15:00,2,0,0,0,0,0,631
2025-05-19 09:15:10,2,0,0,0,0,0,3841
2025-05-19 09:15:20,1,0,0,0,0,0,32578
2025-05-19 09:15:30,2,0,0,0,0,0,968
2025-05-19 09:15:40,1,0,0,0,0,0,40720
2025-05-19 09:15:50,2,0,0,0,0,0,3094
2025-05-19 09:16:00,2,0,0,0,0,0,3729
2025-05-19 09:16:10,2,0,0,0,0,0,52292
2025-05-19 09:16:20,2,0,0,0,0,0,1246
2025-05-19 09:16:30,1,0,0,0,0,0,16037
2025-05-19 09:16:40,2,0,0,0,0,0,1766
2025-05-19 09:16:50,1,0,0,0,0,0,64060
2025-05-19 09:17:00,1,0,0,0,0,0,11927
2025-05-19 09:17:10,2,0,0,0,0,0,3948
2025-05-19 09:17:20,2,0,0,0,0,0,3769
2025-05-19 09:17:30,1,0,0,0,0,0,47722
2025-05-19 09:17:40,2,0,0,0,0,0,4308
2025-05-19 09:17:50,2,0,0,0,0,0,4308
2025-05-19 09:18:00,1,0,0,0,0,0,24161
2025-05-19 09:18:10,1,0,0,0,0,0,244417
2025-05-19 09:18:20,1,0,0,0,0,0,36924
2025-05-19 09:18:30,2,0,0,0,0,0,8024
2025-05-19 09:18:40,2,0,0,0,0,0,8024
2025-05-19 09:18:50,2,0,0,0,0,0,40267
2025-05-19 09:19:00,1,0,0,0,0,0,58028
2025-05-19 09:19:10,1,0,0,0,0,0,22779
2025-05-19 09:19:20,2,0,0,0,0,0,19259
2025-05-19 09:19:30,2,0,0,0,0,0,31364
2025-05-19 09:19:40,1,0,0,0,0,0,11110
2025-05-19 09:19:50,2,0,0,0,0,0,27488
2025-05-19 09:20:00,1,0,0,0,0,0,106936
2025-05-19 09:20:10,2,0,0,0,0,0,1796
2025-05-19 09:20:20,1,0,0,0,0,0,109105
2025-05-19 09:20:30,2,0,0,0,0,0,2995
2025-05-19 09:20:40,1,0,0,0,0,0,22122
2025-05-19 09:20:50,2,0,0,0,0,0,10070
2025-05-19 09:21:00,1,0,0,0,0,0,22577
2025-05-19 09:21:10,2,0,0,0,0,0,4253
2025-05-19 09:21:20,2,0,0,0,0,0,9060
2025-05-19 09:21:30,1,0,0,0,0,0,544
2025-05-19 09:21:40,2,0,0,0,0,0,24
2025-05-19 09:21:50,1,0,0,0,0,0,1484
2025-05-19 09:22:00,2,0,0,0,0,0,2673
2025-05-19 09:22:10,1,0,0,0,0,0,6423
2025-05-19 09:22:20,2,0,0,0,0,0,5135
2025-05-19 09:22:30,1,0,0,0,0,0,13960
2025-05-19 09:22:40,2,0,0,0,0,0,1823
2025-05-19 09:22:50,2,0,0,0,0,0,9461
