timestamp,radar_v3_state,radar_v3_heart_detection,radar_v3_heart,radar_v3_breath,radar_v3_sp02,radar_v3_drop,radar_v3_radar_rssi
2025-05-19 09:00:00,1,0,0,0,0,0,9093
2025-05-19 09:00:10,1,0,0,0,0,0,9093
2025-05-19 09:00:20,1,0,0,0,0,0,9093
2025-05-19 09:00:30,1,0,0,0,0,0,9093
2025-05-19 09:00:40,1,0,0,0,0,0,9093
2025-05-19 09:00:50,1,0,0,0,0,0,9093
2025-05-19 09:01:00,1,0,0,0,0,0,9093
2025-05-19 09:01:10,1,0,0,0,0,0,9093
2025-05-19 09:01:20,1,0,0,0,0,0,9093
2025-05-19 09:01:30,1,0,0,0,0,0,9093
2025-05-19 09:01:40,1,0,0,0,0,0,9093
2025-05-19 09:01:50,1,0,0,0,0,0,9093
2025-05-19 09:02:00,1,0,0,0,0,0,9093
2025-05-19 09:02:10,1,0,0,0,0,0,9093
2025-05-19 09:02:20,1,0,0,0,0,0,9093
2025-05-19 09:02:30,1,0,0,0,0,0,9093
2025-05-19 09:02:40,1,0,0,0,0,0,9093
2025-05-19 09:02:50,1,0,0,0,0,0,9093
2025-05-19 09:03:00,1,0,0,0,0,0,9093
2025-05-19 09:03:10,1,0,0,0,0,0,9093
2025-05-19 09:03:20,1,0,0,0,0,0,9093
2025-05-19 09:03:30,1,0,0,0,0,0,9093
2025-05-19 09:03:40,1,0,0,0,0,0,9093
2025-05-19 09:03:50,1,0,0,0,0,0,9093
2025-05-19 09:04:00,1,0,0,0,0,0,9093
2025-05-19 09:04:10,1,0,0,0,0,0,9093
2025-05-19 09:04:20,1,0,0,0,0,0,9093
2025-05-19 09:04:30,1,0,0,0,0,0,9093
2025-05-19 09:04:40,1,0,0,0,0,0,9093
2025-05-19 09:04:50,1,0,0,0,0,0,9093
2025-05-19 09:05:00,1,0,0,0,0,0,9093
2025-05-19 09:05:10,1,0,0,0,0,0,9093
2025-05-19 09:05:20,1,0,0,0,0,0,9093
2025-05-19 09:05:30,1,0,0,0,0,0,9093
2025-05-19 09:05:40,1,0,0,0,0,0,9093
2025-05-19 09:05:50,1,0,0,0,0,0,9093
2025-05-19 09:06:00,1,0,0,0,0,0,9093
2025-05-19 09:06:10,1,0,0,0,0,0,9093
2025-05-19 09:06:20,1,0,0,0,0,0,9093
2025-05-19 09:06:30,1,0,0,0,0,0,9093
2025-05-19 09:06:40,1,0,0,0,0,0,9093
2025-05-19 09:06:50,1,0,0,0,0,0,9093
2025-05-19 09:07:00,1,0,0,0,0,0,9093
2025-05-19 09:07:10,1,0,0,0,0,0,9093
2025-05-19 09:07:20,1,0,0,0,0,0,9093
2025-05-19 09:07:30,1,0,0,0,0,0,9093
2025-05-19 09:07:40,1,0,0,0,0,0,9093
2025-05-19 09:07:50,1,0,0,0,0,0,9093
2025-05-19 09:08:00,1,0,0,0,0,0,9093
2025-05-19 09:08:10,1,0,0,0,0,0,9093
2025-05-19 09:08:20,1,0,0,0,0,0,9093
2025-05-19 09:08:30,1,0,0,0,0,0,9093
2025-05-19 09:08:40,1,0,0,0,0,0,9093
2025-05-19 09:08:50,1,0,0,0,0,0,9093
2025-05-19 09:09:00,1,0,0,0,0,0,9093
2025-05-19 09:09:10,1,0,0,0,0,0,9093
2025-05-19 09:09:20,1,0,0,0,0,0,9093
2025-05-19 09:09:30,1,0,0,0,0,0,9093
2025-05-19 09:09:40,1,0,0,0,0,0,9093
2025-05-19 09:09:50,1,0,0,0,0,0,9093
2025-05-19 09:10:00,1,0,0,0,0,0,9093
2025-05-19 09:10:10,1,0,0,0,0,0,9093
2025-05-19 09:10:20,1,0,0,0,0,0,9093
2025-05-19 09:10:30,1,0,0,0,0,0,9093
2025-05-19 09:10:40,1,0,0,0,0,0,9093
2025-05-19 09:10:50,1,0,0,0,0,0,9093
2025-05-19 09:11:00,1,0,0,0,0,0,9093
2025-05-19 09:11:10,1,0,0,0,0,0,9093
2025-05-19 09:11:20,1,0,0,0,0,0,9093
2025-05-19 09:11:30,1,0,0,0,0,0,9093
2025-05-19 09:11:40,1,0,0,0,0,0,9093
2025-05-19 09:11:50,1,0,0,0,0,0,9093
2025-05-19 09:12:00,1,0,0,0,0,0,9093
2025-05-19 09:12:10,1,0,0,0,0,0,9093
2025-05-19 09:12:20,1,0,0,0,0,0,9093
2025-05-19 09:12:30,1,0,0,0,0,0,9093
2025-05-19 09:12:40,1,0,0,0,0,0,9093
2025-05-19 09:12:50,1,0,0,0,0,0,9093
2025-05-19 09:13:00,1,0,0,0,0,0,9093
2025-05-19 09:13:10,1,0,0,0,0,0,9093
2025-05-19 09:13:20,1,0,0,0,0,0,9093
2025-05-19 09:13:30,1,0,0,0,0,0,9093
2025-05-19 09:13:40,1,0,0,0,0,0,9093
2025-05-19 09:13:50,1,0,0,0,0,0,9093
2025-05-19 09:14:00,1,0,0,0,0,0,9093
2025-05-19 09:14:10,1,0,0,0,0,0,9093
2025-05-19 09:14:20,1,0,0,0,0,0,9093
2025-05-19 09:14:30,1,0,0,0,0,0,9093
2025-05-19 09:14:40,1,0,0,0,0,0,9093
2025-05-19 09:14:50,1,0,0,0,0,0,9093
