timestamp,radar_v3_state,radar_v3_heart_detection,radar_v3_heart,radar_v3_breath,radar_v3_sp02,radar_v3_drop,radar_v3_radar_rssi
2025-05-19 09:00:00,3,1,63,26,97,0,94215
2025-05-19 09:00:10,3,1,63,26,97,0,94215
2025-05-19 09:00:20,3,1,63,26,97,0,94215
2025-05-19 09:00:30,3,1,63,26,97,0,94215
2025-05-19 09:00:40,3,1,63,26,97,0,94215
2025-05-19 09:00:50,3,1,63,26,97,0,94215
2025-05-19 09:01:00,3,1,63,26,97,0,94215
2025-05-19 09:01:10,3,1,63,26,97,0,94215
2025-05-19 09:01:20,3,1,63,26,97,0,94215
2025-05-19 09:01:30,3,1,63,26,97,0,94215
2025-05-19 09:01:40,3,1,63,26,97,0,94215
2025-05-19 09:01:50,3,1,63,26,97,0,94215
2025-05-19 09:02:00,3,1,63,26,97,0,94215
2025-05-19 09:02:10,3,1,63,26,97,0,94215
2025-05-19 09:02:20,3,1,63,26,97,0,94215
2025-05-19 09:02:30,3,1,63,26,97,0,94215
2025-05-19 09:02:40,3,1,65,23,99,0,1044156
2025-05-19 09:02:50,3,1,65,21,98,0,1088806
2025-05-19 09:03:00,3,1,65,21,98,0,1088806
2025-05-19 09:03:10,3,1,65,21,99,0,1370977
2025-05-19 09:03:20,3,1,65,23,97,0,18822
2025-05-19 09:03:30,3,1,65,23,97,0,18822
2025-05-19 09:03:40,3,1,64,22,98,0,951406
2025-05-19 09:03:50,3,1,64,21,99,0,1169322
2025-05-19 09:04:00,3,1,64,21,99,0,1169322
2025-05-19 09:04:10,3,1,64,21,99,0,307691
2025-05-19 09:04:20,3,1,64,22,99,0,25884
2025-05-19 09:04:30,3,1,64,22,99,0,25884
2025-05-19 09:04:40,3,1,64,22,99,0,1829585
2025-05-19 09:04:50,3,1,64,24,98,0,888162
2025-05-19 09:05:00,3,1,64,24,98,0,888162
2025-05-19 09:05:10,3,1,64,25,99,0,95942
2025-05-19 09:05:20,3,1,64,21,98,0,42966
2025-05-19 09:05:30,3,1,64,21,98,0,42966
2025-05-19 09:05:40,3,1,64,20,98,0,952159
2025-05-19 09:05:50,3,1,64,21,99,0,1655533
2025-05-19 09:06:00,3,1,64,21,99,0,1655533
2025-05-19 09:06:10,3,1,64,24,96,0,147991
2025-05-19 09:06:20,3,1,64,24,98,0,9543
2025-05-19 09:06:30,3,1,64,24,98,0,9543
2025-05-19 09:06:40,3,1,64,21,99,0,257303
2025-05-19 09:06:50,3,1,64,22,99,0,279191
2025-05-19 09:07:00,3,1,64,22,99,0,279191
2025-05-19 09:07:10,3,1,64,22,99,0,100440
2025-05-19 09:07:20,3,1,64,22,99,0,100440
2025-05-19 09:07:30,3,1,64,22,99,0,7414
2025-05-19 09:07:40,3,1,64,22,97,0,2180397
2025-05-19 09:07:50,3,1,64,22,97,0,2180397
2025-05-19 09:08:00,3,1,64,25,98,0,148549
2025-05-19 09:08:10,3,1,64,21,98,0,200295
2025-05-19 09:08:20,3,1,64,21,98,0,200295
2025-05-19 09:08:30,3,1,64,20,99,0,29318
2025-05-19 09:08:40,3,1,64,20,99,0,29318
2025-05-19 09:08:50,3,1,63,22,99,0,323752
2025-05-19 09:09:00,3,1,63,22,98,0,377641
2025-05-19 09:09:10,3,1,63,22,98,0,377641
2025-05-19 09:09:20,3,1,63,22,98,0,377641
2025-05-19 09:09:30,3,1,63,21,99,0,772183
2025-05-19 09:09:40,3,1,63,24,98,0,25489
2025-05-19 09:09:50,3,1,63,24,98,0,25489
2025-05-19 09:10:00,3,1,63,21,97,0,1089508
2025-05-19 09:10:10,3,1,63,21,97,0,1089508
2025-05-19 09:10:20,3,1,63,24,97,0,1992328
2025-05-19 09:10:30,3,1,63,23,99,0,34782
2025-05-19 09:10:40,3,1,63,23,97,0,4401088
2025-05-19 09:10:50,3,1,63,24,95,0,695790
2025-05-19 09:11:00,3,1,63,24,95,0,695790
2025-05-19 09:11:10,3,1,63,23,98,0,797098
2025-05-19 09:11:20,3,1,63,26,98,0,89654
2025-05-19 09:11:30,3,1,63,26,98,0,89654
2025-05-19 09:11:40,3,1,62,23,99,0,3122747
2025-05-19 09:11:50,3,1,62,23,99,0,3122747
2025-05-19 09:12:00,3,1,62,23,99,0,3122747
2025-05-19 09:12:10,3,1,62,24,97,0,1110996
2025-05-19 09:12:20,3,1,62,24,97,0,1110996
2025-05-19 09:12:30,3,1,61,22,99,0,695569
2025-05-19 09:12:40,3,1,61,22,99,0,695569
2025-05-19 09:12:50,3,1,61,22,97,0,6486
2025-05-19 09:13:00,3,1,61,22,97,0,6486
2025-05-19 09:13:10,3,1,61,25,98,0,466893
2025-05-19 09:13:20,3,1,61,25,98,0,466893
2025-05-19 09:13:30,3,1,61,23,98,0,944850
2025-05-19 09:13:40,3,1,61,23,98,0,944850
2025-05-19 09:13:50,3,1,61,20,98,0,1880353
2025-05-19 09:14:00,3,1,61,20,98,0,1880353
2025-05-19 09:14:10,3,1,61,20,98,0,1880353
2025-05-19 09:14:20,3,1,60,23,97,0,22274
2025-05-19 09:14:30,3,1,60,23,97,0,22274
2025-05-19 09:14:40,3,1,60,26,97,0,2351181
2025-05-19 09:14:50,3,1,60,26,97,0,2351181
2025-05-19 09:15:00,3,1,60,26,96,0,659854
2025-05-19 09:15:10,3,1,60,26,96,0,659854
2025-05-19 09:15:20,3,1,60,28,97,0,1367025
2025-05-19 09:15:30,3,1,59,25,98,0,2443025
2025-05-19 09:15:40,3,1,59,26,97,0,231349
2025-05-19 09:15:50,3,1,58,23,98,0,6506
2025-05-19 09:16:00,3,1,58,25,98,0,793971
2025-05-19 09:16:10,3,1,57,23,99,0,476945
2025-05-19 09:16:20,3,1,57,23,98,0,748802
2025-05-19 09:16:30,3,1,57,24,98,0,1917
2025-05-19 09:16:40,3,1,57,24,98,0,1917
2025-05-19 09:16:50,3,1,57,26,97,0,379640
2025-05-19 09:17:00,3,1,57,26,97,0,379640
2025-05-19 09:17:10,3,1,57,27,98,0,433959
2025-05-19 09:17:20,3,1,57,27,98,0,433959
2025-05-19 09:17:30,3,1,57,27,98,0,433959
2025-05-19 09:17:40,3,1,57,23,99,0,724341
2025-05-19 09:17:50,3,1,57,23,99,0,724341
2025-05-19 09:18:00,3,1,57,24,99,0,215
2025-05-19 09:18:10,3,1,57,24,99,0,215
2025-05-19 09:18:20,3,1,57,24,99,0,215
2025-05-19 09:18:30,3,1,57,24,98,0,504290
2025-05-19 09:18:40,3,1,57,24,98,0,504290
2025-05-19 09:18:50,3,1,57,22,98,0,517604
2025-05-19 09:19:00,3,1,57,22,98,0,517604
2025-05-19 09:19:10,3,1,57,22,98,0,517604
2025-05-19 09:19:20,3,1,57,22,98,0,872886
2025-05-19 09:19:30,3,1,57,22,98,0,872886
2025-05-19 09:19:40,3,1,57,25,96,0,5124
2025-05-19 09:19:50,3,1,57,25,96,0,5124
2025-05-19 09:20:00,3,1,56,26,96,0,1642574
2025-05-19 09:20:10,3,1,56,26,96,0,1642574
2025-05-19 09:20:20,3,1,56,28,96,0,880919
2025-05-19 09:20:30,3,1,56,28,97,0,981087
2025-05-19 09:20:40,3,1,56,30,97,0,3352824
2025-05-19 09:20:50,3,1,56,31,96,0,2837542
2025-05-19 09:21:00,3,1,56,31,97,0,388267
2025-05-19 09:21:10,3,1,56,31,98,0,16094
2025-05-19 09:21:20,3,1,56,26,96,0,1237341
2025-05-19 09:21:30,3,1,56,24,97,0,1376873
2025-05-19 09:21:40,3,1,56,24,97,0,1376873
2025-05-19 09:21:50,3,1,56,24,97,0,1376873
2025-05-19 09:22:00,3,1,56,23,96,0,1464226
2025-05-19 09:22:10,3,1,56,23,96,0,1464226
2025-05-19 09:22:20,3,1,56,23,96,0,1464226
2025-05-19 09:22:30,3,1,56,22,97,0,8318
2025-05-19 09:22:40,3,1,56,22,97,0,8318
2025-05-19 09:22:50,3,1,56,22,97,0,8318
2025-05-19 09:23:00,3,1,56,24,97,0,644692
2025-05-19 09:23:10,3,1,56,24,97,0,644692
2025-05-19 09:23:20,3,1,56,24,97,0,949854
2025-05-19 09:23:30,3,1,56,24,97,0,949854
2025-05-19 09:23:40,3,1,56,25,97,0,255330
2025-05-19 09:23:50,3,1,56,25,97,0,255330
2025-05-19 09:24:00,3,1,56,25,97,0,255330
2025-05-19 09:24:10,3,1,57,27,98,0,1290
